train_loss,val_loss,train_f1,val_f1,train_recall,val_recall
0.4975500910165926,0.5307107295181087,0.5935494828779355,0.5369089139586906,0.5990142613778335,0.5377407874983839
0.49012124281897673,0.5420158553822444,0.6129254892244379,0.556707980601763,0.6061154398494701,0.5584698264863655
0.47684153160834397,0.5352212225648735,0.6100562761219458,0.5620444965904683,0.6136570451410157,0.5446855587531984
0.47564730864848337,0.535526708761813,0.6142670200549314,0.5646330207151566,0.6198921412037361,0.546032340736922
0.45902495942498944,0.5304741467743547,0.6233166366727384,0.5785690020524421,0.6232908890768781,0.5819346812897183
0.45687307614859507,0.5235397512386039,0.635883354885154,0.5801215216826957,0.6498809974961891,0.5995409621710901
0.43817012676662803,0.49972341800625425,0.649885784209268,0.6086808403646597,0.655092541637677,0.584617946891935
0.44333363868727343,0.5081267987104142,0.6480454775541913,0.6002742111911429,0.6631201839021192,0.6075177191804141
0.43371759496002493,0.4769711302946199,0.665249749120843,0.6141358024445489,0.6567996983635868,0.6083058503828817
0.42113030356600634,0.47606639894924785,0.66720393109922,0.6114671395611141,0.6697488851670944,0.6275287116498045
0.4061938906312234,0.45875587337393825,0.6835905994722857,0.6166229485738377,0.6811572905690275,0.6032366471352775
0.40159198288275877,0.43747843574409184,0.6770080891874803,0.6358076419141037,0.6957915517019981,0.6346065777380712
0.3884019776046981,0.42957614002439726,0.6839844770464334,0.6434421766420295,0.7028235380598271,0.6372539349405821
0.3859884002805312,0.4237050301821621,0.6931822850282723,0.6413987752261587,0.6969281691894026,0.6483076424829587
0.37877619566968773,0.4262576432144654,0.704211080266658,0.6370883079839672,0.7076514154536658,0.6597280392594747
0.35941602830169883,0.39624169847480273,0.7135490536242887,0.6553999276774687,0.7176682445117347,0.6738709202828682
0.36593427300857717,0.4044951886426136,0.7125235155572366,0.654066224771835,0.727409469102127,0.6774549271945344
0.35681095158815673,0.395156656291608,0.7209712300183039,0.6842075179480678,0.7324115967028151,0.6734792196729882
0.34609455042840653,0.39709840540867924,0.7352076219736806,0.6759010277154917,0.7425325084729618,0.697160996133613
0.3291094687203441,0.39051557286358307,0.7350643883763804,0.684299520560671,0.7549467139650908,0.6931493164799847
0.31401191700389486,0.36060728690753524,0.7454967203213227,0.6984872534745716,0.7601543319259627,0.7052227289649273
0.313172833591846,0.3609178606945026,0.7600194069425904,0.7115383531521233,0.7672241792006068,0.7208644177759712
0.30590544883207854,0.3311441203908673,0.7638744742654419,0.7209415425219992,0.7777939582243317,0.716981329627411
0.3029199930212345,0.34313935529723205,0.768213016568532,0.7448592303559336,0.7788271881479438,0.7241616233417107
0.28389415419706265,0.33828368154667104,0.7808679980284741,0.741940489246197,0.7849121722950144,0.738216311213676
0.28197083750258306,0.3291752852581343,0.7853725905254774,0.7214290599706691,0.7879659049534499,0.7328349063857914
0.26794870095228784,0.3153847111925319,0.7899058528493947,0.7370840239783131,0.8032976989064553,0.7732050001813038
0.2612892368495448,0.2922027297434846,0.7991846739947398,0.7700116623259529,0.8186407728483223,0.7601379288918019
0.25574879740210726,0.30561390575904956,0.7995813630024274,0.7551623511030482,0.8235275243469612,0.7573355325253295
0.25284177642610156,0.2763858009654739,0.8125532748379111,0.7558409830712473,0.8326328367800389,0.7853742712328207
0.2385401521175417,0.2665754609131044,0.8283400245315649,0.7837014469183496,0.8378741861501579,0.7710542397530707
0.22305149114425687,0.2617357841349179,0.8348033230765041,0.7746392699016816,0.8444344797385744,0.7988908894255716
0.20899804885653983,0.2603592214254667,0.8328427895937812,0.7681645186786058,0.8571031684942355,0.8022902579423333
0.20478630647651333,0.25442517268711706,0.8478155418623335,0.7993558518031837,0.8662971346156596,0.8096572784684108
0.20310938690913397,0.23735618946957082,0.8432984299494959,0.8014622721050247,0.8743909910967546,0.8271018909327723
